,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
139,United Kingdom,Standard Room,1 night ,August 2020,Couple," The young man and woman at the checkout reception. Can’t remember both names but they were very welcoming and polite and friendly, Couldn’t fault them. I’m in regularly for drinks and the staff at the bar are always lovely great customer service. 
The beds are also very comfy 
Will definitely be back",,9.0,Wonderful
140,United Kingdom,Standard Room,4 nights ,August 2020,Family," Very clean modern room, the ice  bucket and ice machine was an excellent idea , fridge was a god send, ironing board and iron extremely useful, beds very comfortable,  rooms nice and quite, cleaning staff very good and hotel staff very friendly  and helpful. Ac very good and lock on door good"," No free parking, awkward trying to get to exact location with car, bathroom  decor seems old ( just around bath), no hair dryer,  tv isnt a smart tv making choices  for tv limited, lights mainly rely on lamps.",9.0,Overall an excellent hotel
141,United Kingdom,Standard Room,1 night ,August 2020,Couple, Perfect location,,10,Exceptional
142,Luxembourg,Premium Room,1 night ,August 2020,Couple, Great location, That the gym was closed,9.0,Wonderful
143,United Kingdom,Junior Suite,1 night ,August 2020,Couple,, Couldnt pay for a later check out.,9.6,Exceptional
144,United Kingdom,Superior Room,1 night ,August 2020,Couple, Breakfast ok under the circumstances.  The hotel and staff doing their very best.," Hard to say, again circumstances.",8.0,Very comfortable
145,United Kingdom,Premium Room,1 night ,August 2020,Couple," the hotel is absolutely stunning, the premium room had anything you could possibly ask for and more. the staff were extremely helpful too! especially the man who checked us in, i believe his name was lee. he was really lovely & welcoming! really enjoyed our stay and will definitely be back!"," our only issue was that even with the air con on full, it was far too hot in the room. im not sure if there was an issue with the air con or if its usually like that but it couldve been a bit cooler! other than that, everything was perfect :)",9.0,Wonderful
146,United Kingdom,Standard Room,1 night ,August 2020,Family," Thanks, the hotel is well set up for travelling during coronavirus.", Nothing all good,8.0,Really well done guys
147,United Kingdom,Standard Room,1 night ,August 2020,Couple," Full scottish breakfast was fabulous and creatively and safely managed around covid guidelines, unlike the hilton who gave us a lorne sausage bap in a bag!", Bar was very pricey,8.0,Excellent location and managing covid restrictions safely and well
148,United Kingdom,Superior Room,1 night ,August 2020,Family, Great location, Service in the bar was awful.,8.0,Very Good
149,United Kingdom,Premium Room,1 night ,August 2020,Couple, The room was spacious and very clean, The A/C didn’t work so it was very stuffy and hot in the room. The shower was backing up and the shower plate definitely needs to be replaced.,8.0,Could do better
150,United Kingdom,Superior Room,1 night ,August 2020,Couple," Hotel staff so polite 
So clean", Nothing,10,Exceptional
151,United Kingdom,Standard Room,1 night ,August 2020,Solo traveler, Bed and bathroom excellent. TV channels basic. Bar area good. Didn't eat., TV Channels,8.0,Very satisfying.
152,United Kingdom,Standard Room,2 nights ,August 2020,Couple," Having recently stayed at this hotel, I would like to convey my gratitude for the highest level of customer service that was offered to myself and my husband, upon receiving some news regarding the Ill health of a close relative, which caused us to have to cancel a planned second night. Ryan, at reception, went above and beyond to ensure that we were able to check out quickly without fuss and with no financial penalty. During our short stay all of the staff, from the friendly breakfast host to the very well informed and progressional bar manager, were exceptional within their roles. Thank you.",,10,Thank you
153,United Kingdom,Standard Room,1 night ,August 2020,Group,, Free car park,10,Exceptional
154,United Kingdom,Standard Room,1 night ,August 2020,Family, Execellet location for city centre. Plenty to choose  from for breakfast and nothing was too much trouble if u needed anything. My 4 yr old Grandaughters first stay in a big hotel and she absolutely  loved it. Staff very  helpful and friendly especially the lady at check in who was great with my granddaughter. Caters very well for  anyone with food allergies.," Room was very warm, although there was air conditioning which could be a bit noisy when left on. Supplying a thinner blanket or quilt for young children would be ideal.",8.0,very pleasant stay
155,United Kingdom,Standard Room,1 night ,August 2020,Family, Excellent value and great location. Lee is a tremendous asset to your company.,,10,Glasgow shopping trip
156,United Kingdom,Premium Room,1 night ,August 2020,Couple, Fantastic friendly staff under the current circumstances .....it was a great hotel,,9.0,Great stay very welcoming staff
157,United Kingdom,Standard Room,1 night ,August 2020,Couple, Breakfast was perfect,,8.0,Very Good
158,United Kingdom,Standard Room,2 nights ,August 2020,Couple,,,,
159,United Kingdom,Premium Room,2 nights ,August 2020,Solo traveler, Lee on reception was one of thee most amazing people I have experienced in a hotel! 5 stars for lee!! He is an asset to that hotel.,,10,Lovely
160,United Kingdom,Standard Room,1 night ,August 2020,Group," Good location, just beside the Central Station. Room are comfortable. Had a wonderful night of rest staying there.", No,9.0,Fantastic location and excellent staying experience!
161,Ireland,Standard Room,3 nights ,August 2020,Couple," Great location, all shops, cafes bars and restaurants are  all within a 5 min walk from the hotel. Its only 15 mins away from glasgow airport,, the hotel is so modern the rooms are massive and spotless and the all the staff are really nice especially the receptionist michelle who was working 2 night shifts when we were over, she was lovely and chatty and organised anything we needed",,10,Excellent staff and location
162,United Kingdom,Standard Room,2 nights ,August 2020,Couple, The welcoming staff on check in, There was a half eaten apple rotting under the bed in room 621,10,Would visit again
163,United Kingdom,Standard Room,2 nights ,July 2020,Family, The hotel was excellent and more. Everything was just perfect.,,10,Enjoyed the stay and nothing to complain about at all
164,United Kingdom,Standard Room,1 night ,August 2020,Solo traveler," Fantastic, comfortable rooms in an excellent location. Staff very helpful. Loved the coffee & food in the bar restaurant. Highly recommend this hotel.",,9.0,Lovely city centre hotel
165,United Kingdom,Standard Room,1 night ,August 2020,Family, The staff were very accommodating with our bikes.," A few loose bits of chrome in the bathroom, very easy to fix.",8.0,Radisson Blu
166,United Kingdom,Standard Room,2 nights ,August 2020,Couple,," the overbath shower was too high for me, and I slipped out the shower banging head. I suffer from cerebral parsley down my right-hand side",8.0,it was an enjoyable break
167,United Kingdom,Corner Suite,1 night ,August 2020,Solo traveler," The reception people Louise and Lee were outstanding. Really welcoming and chatty, made sure everything was explained and the room which was a corner suite was so clean and really modern. I had a great sleep. The bar area was so relaxing. I needed a break and the staff and accommodation just somehow made it perfect. So much so I booked in another night. 5 star place for sure. Thank you"," Nothing, I’d have to be super picky to even think of something. I can’t. Perfect stay",10,Amazing place and staff
