,Guest_country,Room_info,Nights_stayed,Date of stay,Travel_type,Positive_reviews,Negative_reviews,Grade,Title
3736,United Kingdom,Standard Room,1 night ,September 2018,Couple, Rather pricey at the bar but everything else very good, The half board element. The 26 pound limit should include a  drink and not just food,10,Pre holiday stay
3737,Australia,Superior Room with Runway View,1 night ,October 2018,Couple, Great comfortable bed," Shower and the shower being over the bath
Stingy coffee, tea and milk",9.2,Excellent location for access to terminals.  Makes the morning stress free.
3738,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple, Location., A fridge with a door you can't open is not very useful at all.,9.6,Exceptional
3739,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple, Brilliant location for the airport . Hotel and staff were excellent . Beds very comfortable and very quiet in the room - could not hear a sound . Great place to stay, I liked it all,10,Just perfect in all respects
3740,United Kingdom,Standard Room,1 night ,October 2018,Couple, everything was up to the usual standard, nothing,10,Excellent night stay
3741,United Kingdom,Premium Room with Runway View,1 night ,September 2018,Couple," Great breakfast, friendly staff and super room. Happy guests!",,10,Exceptional
3742,United Kingdom,Standard Room,1 night ,September 2018,Family," Comfortable, very clean and quiet room. Food very good, polite effitient staff, excellent start to our holiday.", Had to ask for a restaurant menu to be brought to the room.,10,A great way to start a holiday.
3743,United Kingdom,Standard Room,1 night ,October 2018,Couple," Convenient, comfortable, pleasant staff.", Nothing,10,Exceptional
3744,United Kingdom,Standard Room,1 night ,September 2018,Solo traveler, The evening meal was gorgeous,,10,Exceptional
3745,United Kingdom,Standard Room,1 night ,October 2018,Couple," Staff were excellent, they listened to me and took the time to engage with my wife and I. This includes the receptionist and our waiter at our evening meal.", The cost of a room has increased this last year.,9.6,The hotel cannot be beaten on location or the staff for an overnight stay before a flight next day
3746,United Kingdom,Standard Room,1 night ,September 2018,Couple, Very nice modern hotel at the airport with an excellent walkway leading directly to either terminal.  No aircraft noise even in the rooms overlooking the runway.  Great to use for an early departure.  Joined the rewards club as I plan to use Radisson in the future.,,9.6,"Tried it, liked it, will book again"
3747,United Kingdom,Standard Room,1 night ,October 2018,Couple," Hotel and amenities - perfect, right at the airport with just a short walk to the terminal", if you like me don't like red meat the Evening meal choices in restaurant was a bit limited (and a touch overpriced) but as there's no nearby alternative you've got to grin & bear it,10,Overall near perfect
3748,United Kingdom,Standard Room,1 night ,October 2018,Group, Being in the terminal, Cost!,7.5,Will come again
3749,United Kingdom,Standard Room,1 night ,September 2018,Couple, The convenience of traveling from close by without any rush., Everything was perfect.,9.6,Perfect start to the holidays.
3750,United Kingdom,Standard Room,1 night ,September 2018,Couple, Convenient, Nothing,10,Exceptional
3751,United Kingdom,Standard Room,1 night ,October 2018,Couple," As above.
We have stayed in an airport hotel before, this was the best by far for location and value for money. Loved the idea of free tea and coffee for early risers."," Nothing. Staff, restaurant and room were all excellent.
We had an early start at 4.30am the reception staff were happy and helpful",10,Manchester to Tenerife.
3752,United Kingdom,Standard Room,1 night ,September 2018,Group, I really liked the location of this hotel, The pillows were to hard,7.9,Great way to start my holiday
3753,Australia,Superior Room with Runway View,1 night ,September 2018,Family, the room was good all round & the staff very obliging, The room was a little pricy other wise all good,9.2,Excellent over night stay
3754,Australia,Standard Room,1 night ,October 2018,Couple, Comfortable and functional room., All OK.,7.5,Practical and comfortable hotel close to the airport.
3755,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple, Room was very well presented and comfortable, No negatives,10,Pre early flight from Manchester. Great location
3756,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple," Perfect hotel for that early start for a flight, always very comfortable room and great staff.",,8.8,Excellent
3757,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler," Very pleased with hotel, fine start to holiday. You're staff are a credit to you. Will always book when away. Thank you.",,9.6,Exceptional
3758,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple," Proximity to airport terminals, view from the room, restaurant/bar.", No jacuzzi in pool area.,8.8,Excellent
3759,United Kingdom,Standard Room,1 night ,September 2018,Couple," We had an executive room, which was very comfortable.  Nice roomy bathroom with walk-in shower.  An easy walk from the airport terminals via a covered walk-way, so no messing with buses etc.", Everything was great.,10,Excellent option for the airport
3760,New Zealand,Superior Room with Runway View,1 night ,October 2018,Couple, Perfect position to easily get to Terminals and to catch a train without setting foot outside.,,10,Exceptional
3761,Australia,Standard Room,1 night ,October 2018,Couple, Great pool,,9.0,Wonderful
3762,South Africa,Superior Room with Runway View,2 nights ,September 2018,Couple, Great location for the airport.  Enjoyed view of runway.," Empty mini bar.  When queried was told it was just a fridge, even though welcome package said there was a mini bar and the fridge was set up for small bottles.  
No complimentary water - which was unbelieveable -  and had to pay nearly 3 pounds for 300 ml bottled water!",7.5,Having to pay for drinking water was daylight robbery.
3763,United Kingdom,Standard Room,1 night ,September 2018,Couple, This hotel is very convenient if flying next day early morning.  It is overpriced  Probably trying to make money back after alterations., Pricing,9.6,Exceptional
3764,United Kingdom,Executive Room with Runway View and Lounge Access,1 night ,September 2018,Couple, Enjoyed the executive lounge and the runway view., Nothing.,9.2,Great place to stay for your next day flight.
3765,United Kingdom,Standard Room,1 night ,October 2018,Couple, The hotel is ideally placed for flying out of or into Manchester airport, Meals are rather pricy and there is no real alternative other than a nearby coffee shop,9.6,Exceptional
3766,United Kingdom,Superior Room with Runway View,1 night ,September 2018,Couple, Room was lovely really enjoyed my stay however do think it was slightly overpriced but don't regret the stay.  Our breakfast was cold but due to having a long journey ahead we ate it we complained and our money was refunded.  The staff in the restaurant were lovely though just ashame about the brekky the location and restaurant and view was spot on., Overpriced the staff in the kitchen need to be more careful.,9.2,Lovely relaxing stay before long haul flight
3767,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Solo traveler, Absolutely everything, Absolutely nothing,8.8,Excellent
3768,United Kingdom,Standard Room,1 night ,September 2018,Couple,, The only downside to our stay was our wait for the  pizza in the little M bar which was over an hour we had to remind the waiting staff about our order,9.6,Exceptional
3769,United Kingdom,Standard Room,1 night ,October 2018,Family, Was able to accommodate vegan in restaurant., No vegan on menu,9.6,Exceptional
3770,Australia,Standard Room,1 night ,October 2018,Couple, Location. Just a short walk on the skyway to flights or car hire shuttles., A bit expensive.,8.8,"Prime location, but you pay for it."
3771,United Kingdom,Standard Room,1 night ,September 2018,Couple," Rooms were very clean and modern. Soundproofing was great. Bed was really comfy, overall a goodnight’s sleep", Nothing,8.3,Great overnight stay
3772,United Kingdom,Suite with Runway View,1 night ,September 2018,Couple, Junior suite was superb...and complimentary Bottle of prosecco on ice was a great touch., Think I have mentioned this before...I have stayed in Radisson hotels in Edinburgh..leeds...Manchester...and you never get a biscuit on the tea/coffee tray....it’s a must...the cheapest hotel in the land can do it..time for Radisson to do it...,9.2,Short but simply superb
3773,United States of America,Premium Room,1 night ,September 2018,Couple, Location. Inside the airport and very easy access.,,9.6,Exceptional
3774,United Kingdom,Superior Room with Runway View,1 night ,October 2018,Couple," We were flying out from T2 Manchester. This hotel is in the perfect location for the airport. You don’t even have to go outside to get to the there as the hotel leads straight onto the skylink, the covered walkway leading straight to the terminal. The skylink even has moving walkways if you’d rather not walk the whole way.",,9.2,Wonderful
3775,United Kingdom,Standard Room,1 night ,October 2018,Couple, Great location for airport,,9.5,Exceptional
3776,United Kingdom,Standard Room,1 night ,September 2018,Couple," close to airport, staff very good. rooms was good.facilateis were good", nothing,10,Exceptional
3777,United Kingdom,Premium Room,1 night ,September 2018,Couple, Not having to leave airport for access to hotel when arriving late on a very wet night.  Closeness to railway station., A little more attention is required to routine maintenance.  Ceiling paint flaking above shower and hinges on outer fridge door broken.  Minor points but not expected at hotel of this ranking.,7.5,Convenient overnight
